leave_id,employee_id,leave_type_id,start_date,end_date,days_taken,status
535,107,1,2024-12-18,2024-12-20,3,Approved
536,107,1,2025-10-05,2025-10-09,5,Approved
537,108,1,2025-11-23,2025-11-27,5,Approved
538,108,1,2026-04-02,2026-04-11,10,Approved
539,108,1,2026-04-10,2026-04-10,1,Approved
540,108,1,2026-01-28,2026-02-01,5,Pending
541,108,1,2026-05-04,2026-05-06,3,Approved
542,108,4,2025-10-14,2025-10-23,10,Approved
543,108,1,2025-12-05,2025-12-07,3,Rejected
544,108,2,2026-05-22,2026-05-26,5,Approved
545,109,1,2023-07-24,2023-07-28,5,Approved
546,109,3,2024-10-25,2024-11-03,10,Pending
547,110,3,2025-03-20,2025-03-29,10,Approved
548,110,1,2024-08-14,2024-08-23,10,Approved
549,110,3,2024-10-08,2024-10-12,5,Approved
550,110,2,2024-03-14,2024-03-15,2,Approved
551,110,1,2025-02-17,2025-02-17,1,Approved
552,110,3,2024-03-10,2024-03-19,10,Approved
553,110,1,2023-10-26,2023-10-27,2,Approved
554,110,2,2023-12-17,2023-12-21,5,Approved
555,111,2,2023-12-14,2023-12-14,1,Approved
556,111,1,2024-12-22,2024-12-24,3,Pending
557,111,1,2025-05-26,2025-05-30,5,Approved
558,111,1,2025-07-22,2025-07-26,5,Approved
559,112,4,2025-07-10,2025-07-10,1,Approved
560,112,3,2024-11-24,2024-11-28,5,Approved
561,112,2,2025-09-18,2025-09-22,5,Approved
562,112,2,2024-01-30,2024-02-03,5,Approved
563,112,2,2023-11-29,2023-11-29,1,Pending
564,112,1,2026-02-10,2026-02-14,5,Approved
565,112,3,2025-11-07,2025-11-11,5,Approved
566,112,4,2024-03-24,2024-03-24,1,Approved
567,113,1,2026-02-15,2026-02-17,3,Approved
568,113,1,2025-09-17,2025-09-17,1,Approved
569,113,3,2024-01-18,2024-01-22,5,Approved
570,113,2,2023-07-25,2023-07-25,1,Approved
571,113,2,2023-09-04,2023-09-06,3,Pending
572,114,3,2023-12-30,2024-01-01,3,Approved
573,114,1,2023-10-01,2023-10-03,3,Approved
574,115,1,2024-03-01,2024-03-05,5,Approved
575,115,2,2025-02-13,2025-02-22,10,Approved
576,115,2,2023-11-28,2023-12-02,5,Approved
577,116,1,2025-12-03,2025-12-07,5,Approved
578,116,1,2025-12-12,2025-12-12,1,Approved
579,116,1,2026-03-30,2026-04-01,3,Approved
580,116,1,2025-04-20,2025-04-20,1,Approved
581,116,1,2026-04-30,2026-04-30,1,Pending
582,117,3,2026-02-21,2026-02-23,3,Approved
583,117,1,2025-08-17,2025-08-19,3,Pending
584,118,2,2026-02-15,2026-02-15,1,Approved
585,118,4,2024-11-01,2024-11-05,5,Approved
586,118,1,2023-12-29,2023-12-29,1,Approved
587,118,2,2025-01-30,2025-02-08,10,Approved
588,118,1,2024-04-11,2024-04-15,5,Approved
589,118,4,2024-01-26,2024-01-30,5,Approved
590,118,3,2024-07-11,2024-07-11,1,Approved
591,118,1,2024-01-28,2024-01-28,1,Approved
592,119,1,2023-09-16,2023-09-16,1,Approved
593,119,3,2025-02-24,2025-02-28,5,Approved
594,120,1,2024-08-18,2024-08-18,1,Approved
595,120,1,2024-05-11,2024-05-20,10,Approved
596,120,2,2024-02-04,2024-02-08,5,Approved
597,120,1,2026-01-08,2026-01-12,5,Approved
598,120,1,2023-12-28,2023-12-29,2,Approved
599,120,4,2026-04-17,2026-04-17,1,Approved
600,121,1,2025-08-18,2025-08-20,3,Approved
601,121,1,2025-10-02,2025-10-03,2,Approved
602,121,4,2025-08-17,2025-08-17,1,Approved
603,121,4,2025-03-29,2025-03-31,3,Approved
604,122,1,2024-06-27,2024-06-27,1,Rejected
605,122,1,2024-02-27,2024-03-02,5,Rejected
606,123,2,2023-08-06,2023-08-15,10,Approved
607,123,1,2026-06-17,2026-06-17,1,Pending
608,124,2,2026-01-03,2026-01-05,3,Approved
609,124,1,2025-08-03,2025-08-07,5,Approved
610,124,1,2023-07-31,2023-08-04,5,Approved
611,125,4,2026-06-01,2026-06-05,5,Approved
612,125,2,2025-07-29,2025-08-02,5,Approved
613,125,1,2026-05-02,2026-05-02,1,Rejected
614,126,1,2024-08-05,2024-08-06,2,Rejected
615,126,1,2023-12-01,2023-12-10,10,Approved
616,127,2,2024-12-30,2024-12-30,1,Approved
617,127,3,2026-05-29,2026-05-31,3,Pending
618,127,1,2023-08-13,2023-08-22,10,Approved
619,127,3,2024-12-05,2024-12-14,10,Approved
620,127,4,2025-06-15,2025-06-15,1,Approved
621,127,3,2023-08-25,2023-08-25,1,Pending
622,128,3,2026-06-27,2026-06-29,3,Approved
623,128,4,2025-03-01,2025-03-05,5,Pending
624,128,1,2025-07-09,2025-07-09,1,Approved
625,128,1,2025-11-03,2025-11-03,1,Pending
626,128,4,2026-02-17,2026-02-17,1,Approved
627,129,1,2026-06-21,2026-06-25,5,Approved
628,129,1,2026-06-25,2026-06-25,1,Approved
629,130,4,2023-09-01,2023-09-10,10,Approved
630,130,2,2025-10-22,2025-10-22,1,Approved
631,130,1,2026-02-11,2026-02-11,1,Approved
632,130,1,2024-10-04,2024-10-04,1,Approved
633,130,1,2024-04-11,2024-04-15,5,Approved
634,131,1,2025-07-31,2025-08-01,2,Approved
635,131,1,2025-07-15,2025-07-17,3,Approved
636,133,1,2026-05-28,2026-05-28,1,Approved
637,133,1,2026-04-28,2026-05-07,10,Approved
638,133,1,2026-04-26,2026-05-05,10,Approved
639,133,3,2026-06-23,2026-06-24,2,Approved
640,133,1,2026-06-25,2026-06-25,1,Approved
641,133,1,2026-06-27,2026-07-06,10,Pending
642,133,3,2026-05-17,2026-05-26,10,Approved
643,133,3,2026-06-09,2026-06-10,2,Approved
644,134,4,2026-01-03,2026-01-03,1,Pending
645,134,1,2024-08-01,2024-08-02,2,Approved
646,135,1,2025-07-27,2025-07-28,2,Approved
647,135,1,2025-04-18,2025-04-18,1,Approved
648,135,1,2024-03-15,2024-03-19,5,Pending
649,135,2,2024-12-12,2024-12-14,3,Approved
650,135,3,2024-12-18,2024-12-27,10,Approved
651,135,1,2026-03-15,2026-03-19,5,Pending
652,136,1,2026-01-10,2026-01-19,10,Approved
653,136,1,2023-07-23,2023-07-24,2,Approved
654,137,1,2024-10-25,2024-10-29,5,Approved
655,137,1,2025-05-04,2025-05-06,3,Approved
656,137,1,2025-12-27,2025-12-31,5,Rejected
657,137,1,2023-08-29,2023-08-31,3,Approved
658,138,3,2026-02-22,2026-03-03,10,Approved
659,138,2,2024-01-20,2024-01-24,5,Approved
660,139,1,2025-08-14,2025-08-14,1,Approved
661,139,3,2024-07-03,2024-07-03,1,Pending
662,139,3,2025-09-22,2025-09-24,3,Approved
663,139,3,2023-09-21,2023-09-23,3,Approved
664,140,1,2023-10-30,2023-10-30,1,Pending
665,140,1,2024-06-02,2024-06-06,5,Approved
666,140,1,2026-01-19,2026-01-23,5,Approved
667,140,3,2024-05-09,2024-05-10,2,Approved
668,141,1,2023-11-23,2023-11-24,2,Pending
669,141,4,2024-11-07,2024-11-07,1,Approved
670,141,1,2026-05-14,2026-05-16,3,Approved
671,141,2,2025-02-25,2025-03-01,5,Rejected
672,141,1,2025-10-10,2025-10-19,10,Pending
673,141,1,2025-07-04,2025-07-08,5,Approved
674,141,1,2024-12-02,2024-12-06,5,Approved
675,142,1,2026-06-04,2026-06-08,5,Approved
676,142,2,2024-01-25,2024-01-26,2,Approved
677,142,1,2024-09-25,2024-09-25,1,Approved
678,142,2,2025-02-12,2025-02-14,3,Approved
679,142,2,2025-03-20,2025-03-20,1,Approved
680,142,1,2024-03-09,2024-03-09,1,Approved
681,142,1,2026-01-28,2026-02-01,5,Approved
682,143,1,2026-05-12,2026-05-12,1,Approved
683,143,1,2025-12-17,2025-12-26,10,Approved
684,144,2,2023-09-03,2023-09-07,5,Approved
685,144,2,2025-10-02,2025-10-11,10,Approved
686,144,3,2024-04-01,2024-04-10,10,Pending
687,144,3,2024-12-27,2024-12-31,5,Approved
688,145,1,2024-12-09,2024-12-13,5,Approved
689,145,1,2024-12-12,2024-12-16,5,Approved
690,145,4,2025-12-10,2025-12-10,1,Approved
691,146,2,2026-06-28,2026-06-29,2,Approved
692,146,1,2026-06-25,2026-06-27,3,Approved
693,146,1,2026-06-29,2026-06-29,1,Approved
694,147,1,2026-02-24,2026-02-28,5,Approved
695,147,3,2025-06-25,2025-06-29,5,Approved
696,148,2,2026-03-28,2026-03-29,2,Approved
697,148,2,2026-04-03,2026-04-04,2,Approved
698,148,2,2026-02-20,2026-02-24,5,Approved
699,149,2,2025-04-05,2025-04-09,5,Approved
700,149,1,2026-01-19,2026-01-19,1,Approved
701,149,1,2025-08-02,2025-08-11,10,Approved
702,150,1,2024-09-20,2024-09-22,3,Approved
703,150,2,2026-02-12,2026-02-12,1,Approved
704,150,1,2024-06-16,2024-06-25,10,Pending
705,150,1,2024-03-22,2024-03-22,1,Approved
706,150,1,2025-12-15,2025-12-24,10,Approved
707,150,3,2023-08-18,2023-08-19,2,Approved
708,151,1,2026-01-13,2026-01-17,5,Pending
709,151,3,2024-02-09,2024-02-09,1,Approved
710,151,1,2023-08-16,2023-08-16,1,Approved
711,151,2,2024-08-14,2024-08-18,5,Rejected
712,151,2,2025-03-09,2025-03-18,10,Pending
713,151,3,2024-07-07,2024-07-08,2,Approved
714,151,1,2024-03-20,2024-03-22,3,Approved
715,151,4,2026-02-27,2026-03-01,3,Approved
716,152,1,2026-04-12,2026-04-14,3,Approved
717,152,1,2025-04-04,2025-04-13,10,Approved
718,152,2,2024-06-16,2024-06-16,1,Approved
719,152,1,2024-08-25,2024-08-29,5,Approved
720,152,3,2024-04-25,2024-05-04,10,Approved
721,152,2,2024-08-25,2024-08-27,3,Approved
722,153,1,2023-10-15,2023-10-15,1,Approved
723,153,2,2024-06-14,2024-06-15,2,Approved
724,154,1,2023-11-23,2023-12-02,10,Approved
725,154,1,2025-03-07,2025-03-11,5,Approved
726,155,1,2025-07-03,2025-07-07,5,Approved
727,155,2,2025-04-11,2025-04-11,1,Rejected
728,155,1,2025-06-11,2025-06-11,1,Approved
729,155,4,2025-03-03,2025-03-12,10,Approved
730,155,4,2025-07-12,2025-07-12,1,Approved
731,156,2,2024-06-09,2024-06-09,1,Approved
732,156,1,2026-05-21,2026-05-23,3,Approved
733,156,1,2026-05-16,2026-05-16,1,Approved
734,156,1,2026-01-06,2026-01-08,3,Approved
735,156,3,2024-12-17,2024-12-17,1,Approved
736,156,3,2026-01-14,2026-01-14,1,Pending
737,156,1,2026-03-12,2026-03-13,2,Rejected
738,157,1,2024-01-05,2024-01-09,5,Rejected
739,157,1,2026-01-02,2026-01-06,5,Approved
740,157,1,2025-06-29,2025-07-03,5,Approved
741,157,1,2025-12-12,2025-12-14,3,Approved
742,157,1,2024-09-26,2024-10-05,10,Approved
743,157,1,2026-04-01,2026-04-10,10,Approved
744,158,1,2024-11-12,2024-11-12,1,Approved
745,158,2,2025-09-22,2025-09-26,5,Approved
746,158,1,2025-05-11,2025-05-12,2,Approved
747,158,1,2024-07-03,2024-07-03,1,Approved
748,158,1,2024-08-30,2024-08-30,1,Rejected
749,158,2,2026-05-23,2026-05-23,1,Approved
750,158,1,2024-12-05,2024-12-14,10,Approved
751,159,1,2025-12-13,2025-12-22,10,Approved
752,159,1,2024-07-17,2024-07-21,5,Approved
753,159,1,2024-12-04,2024-12-13,10,Approved
754,159,1,2024-05-18,2024-05-18,1,Approved
755,159,3,2026-02-26,2026-02-26,1,Approved
756,159,1,2025-01-25,2025-01-29,5,Approved
757,159,2,2026-03-31,2026-04-02,3,Approved
758,160,1,2024-06-11,2024-06-12,2,Approved
759,160,1,2026-03-15,2026-03-24,10,Approved
760,160,4,2025-05-22,2025-05-23,2,Approved
761,160,1,2026-01-02,2026-01-06,5,Approved
762,160,2,2023-08-08,2023-08-08,1,Approved
763,160,1,2025-03-31,2025-04-01,2,Approved
764,160,2,2025-11-09,2025-11-11,3,Approved
765,160,2,2026-01-16,2026-01-20,5,Approved
766,161,2,2025-03-19,2025-03-23,5,Approved
767,161,4,2024-09-11,2024-09-11,1,Approved
768,161,1,2024-06-04,2024-06-06,3,Approved
769,161,1,2024-12-26,2024-12-28,3,Approved
770,161,1,2025-03-14,2025-03-14,1,Approved
771,161,1,2026-03-24,2026-03-28,5,Approved
772,162,1,2025-09-13,2025-09-22,10,Approved
773,162,2,2025-08-22,2025-08-22,1,Pending
774,163,3,2026-06-03,2026-06-12,10,Approved
775,163,2,2024-09-28,2024-09-30,3,Approved
776,163,1,2025-01-11,2025-01-13,3,Approved
777,163,2,2025-12-08,2025-12-09,2,Approved
778,163,1,2026-06-25,2026-06-29,5,Approved
779,163,1,2026-04-22,2026-04-26,5,Approved
780,163,1,2024-09-06,2024-09-06,1,Approved
781,163,2,2024-05-15,2024-05-16,2,Approved
782,164,1,2026-01-15,2026-01-17,3,Approved
783,164,1,2025-05-11,2025-05-15,5,Approved
784,164,2,2025-06-04,2025-06-06,3,Approved
785,164,1,2024-11-16,2024-11-17,2,Approved
786,164,1,2025-11-24,2025-11-28,5,Approved
787,164,1,2026-04-30,2026-04-30,1,Approved
788,164,1,2025-03-02,2025-03-04,3,Approved
789,165,1,2024-01-18,2024-01-19,2,Approved
790,165,2,2025-08-24,2025-08-24,1,Approved
791,165,2,2024-11-26,2024-11-26,1,Approved
792,165,1,2025-07-01,2025-07-05,5,Approved
793,166,1,2026-01-19,2026-01-19,1,Approved
794,166,4,2024-05-30,2024-06-08,10,Approved
795,166,1,2026-02-01,2026-02-10,10,Approved
796,166,2,2026-01-13,2026-01-13,1,Pending
797,166,2,2024-11-29,2024-11-30,2,Approved
798,166,1,2025-06-21,2025-06-25,5,Rejected
799,166,1,2025-06-07,2025-06-11,5,Approved
800,167,3,2025-08-24,2025-08-24,1,Approved
801,167,1,2024-12-19,2024-12-20,2,Pending
802,168,1,2024-10-13,2024-10-15,3,Pending
803,168,1,2026-03-07,2026-03-09,3,Approved
804,170,1,2025-07-07,2025-07-16,10,Approved
805,170,2,2025-09-25,2025-10-04,10,Approved
806,170,1,2025-10-20,2025-10-24,5,Approved
807,170,1,2025-09-25,2025-09-29,5,Approved
808,170,3,2025-11-27,2025-11-29,3,Approved
809,170,1,2025-11-15,2025-11-15,1,Approved
810,171,2,2023-07-07,2023-07-07,1,Approved
811,171,1,2024-09-06,2024-09-15,10,Approved
812,171,4,2026-01-04,2026-01-08,5,Approved
813,173,4,2025-05-30,2025-06-03,5,Approved
814,173,1,2025-10-28,2025-11-01,5,Approved
815,173,2,2026-02-16,2026-02-16,1,Approved
816,173,1,2025-04-08,2025-04-08,1,Approved
817,173,1,2025-10-18,2025-10-22,5,Approved
818,173,1,2025-10-06,2025-10-06,1,Approved
819,173,1,2025-10-23,2025-10-25,3,Pending
820,173,1,2025-02-26,2025-03-02,5,Approved
821,174,3,2026-06-26,2026-06-30,5,Pending
822,174,1,2026-05-17,2026-05-21,5,Approved
823,174,1,2026-06-11,2026-06-13,3,Pending
824,175,1,2026-05-18,2026-05-18,1,Approved
825,175,1,2025-02-27,2025-03-01,3,Approved
826,175,1,2024-08-07,2024-08-16,10,Approved
827,175,2,2024-10-20,2024-10-20,1,Approved
828,175,1,2024-12-02,2024-12-03,2,Approved
829,175,2,2026-05-08,2026-05-12,5,Approved
830,176,1,2023-07-11,2023-07-11,1,Approved
831,176,3,2024-05-06,2024-05-06,1,Approved
832,176,1,2025-09-01,2025-09-05,5,Rejected
833,176,1,2025-04-14,2025-04-15,2,Pending
834,176,2,2023-07-24,2023-07-24,1,Approved
835,176,2,2025-01-21,2025-01-23,3,Approved
836,176,1,2023-09-08,2023-09-08,1,Approved
837,176,1,2025-07-24,2025-07-24,1,Approved
838,177,1,2026-03-11,2026-03-11,1,Approved
839,177,1,2026-03-24,2026-03-24,1,Approved
840,178,1,2026-05-15,2026-05-15,1,Approved
841,178,1,2026-03-12,2026-03-13,2,Approved
842,178,3,2026-05-31,2026-06-02,3,Approved
843,178,1,2026-06-23,2026-06-27,5,Approved
844,178,1,2026-06-16,2026-06-20,5,Approved
845,178,4,2026-06-25,2026-06-27,3,Approved
846,179,2,2023-08-05,2023-08-14,10,Approved
847,179,1,2026-01-03,2026-01-07,5,Approved
848,179,2,2025-04-25,2025-04-27,3,Approved
849,179,1,2025-08-29,2025-08-29,1,Approved
850,179,3,2025-02-04,2025-02-05,2,Approved
851,180,2,2023-08-13,2023-08-15,3,Approved
852,180,1,2026-05-16,2026-05-25,10,Pending
853,180,1,2025-04-27,2025-04-27,1,Approved
854,180,1,2024-03-16,2024-03-18,3,Pending
855,180,1,2025-03-27,2025-03-31,5,Approved
856,180,3,2023-12-17,2023-12-26,10,Approved
857,181,4,2025-05-07,2025-05-08,2,Approved
858,181,1,2025-03-13,2025-03-22,10,Pending
859,181,1,2023-12-01,2023-12-05,5,Approved
860,181,1,2025-10-23,2025-10-24,2,Rejected
861,181,2,2025-11-23,2025-11-23,1,Approved
862,181,2,2025-08-21,2025-08-21,1,Approved
863,182,2,2026-03-14,2026-03-14,1,Approved
864,182,1,2024-04-01,2024-04-05,5,Approved
865,182,2,2025-10-12,2025-10-16,5,Pending
866,182,3,2024-07-21,2024-07-25,5,Approved
867,182,2,2025-02-07,2025-02-07,1,Approved
868,182,1,2025-01-02,2025-01-02,1,Approved
869,182,4,2026-01-28,2026-01-30,3,Approved
870,183,2,2025-07-20,2025-07-24,5,Approved
871,183,1,2024-04-18,2024-04-19,2,Approved
872,185,1,2025-01-10,2025-01-10,1,Approved
873,185,1,2025-10-03,2025-10-05,3,Approved
874,185,2,2024-03-27,2024-04-05,10,Approved
875,185,4,2026-05-05,2026-05-05,1,Approved
876,185,2,2024-08-09,2024-08-13,5,Approved
877,185,1,2024-11-10,2024-11-10,1,Approved
878,185,1,2026-02-24,2026-02-24,1,Approved
879,186,1,2026-01-16,2026-01-20,5,Approved
880,186,1,2024-08-19,2024-08-21,3,Rejected
881,186,4,2026-04-19,2026-04-19,1,Approved
882,186,1,2025-06-11,2025-06-12,2,Approved
883,186,3,2026-02-15,2026-02-19,5,Approved
884,187,2,2025-10-22,2025-10-22,1,Approved
885,187,2,2025-04-12,2025-04-14,3,Approved
886,187,1,2025-08-22,2025-08-24,3,Approved
887,188,3,2024-05-04,2024-05-04,1,Approved
888,188,1,2024-03-07,2024-03-09,3,Approved
889,188,1,2025-11-12,2025-11-21,10,Approved
890,188,2,2025-07-31,2025-08-09,10,Approved
891,188,1,2024-06-12,2024-06-13,2,Pending
892,188,4,2024-12-19,2024-12-23,5,Approved
893,188,1,2026-05-14,2026-05-14,1,Approved
894,189,1,2024-07-30,2024-07-30,1,Approved
895,189,1,2026-06-18,2026-06-20,3,Approved
896,190,1,2026-05-15,2026-05-15,1,Approved
897,190,2,2025-07-29,2025-08-07,10,Approved
898,190,1,2025-08-12,2025-08-16,5,Approved
899,190,2,2025-09-09,2025-09-09,1,Approved
900,190,1,2026-04-22,2026-04-23,2,Approved
901,190,1,2026-02-08,2026-02-12,5,Approved
902,192,2,2025-08-21,2025-08-21,1,Approved
903,192,1,2025-07-17,2025-07-17,1,Pending
904,192,1,2024-08-21,2024-08-25,5,Approved
905,192,3,2024-12-02,2024-12-02,1,Approved
906,192,2,2025-12-07,2025-12-07,1,Approved
907,192,1,2025-10-01,2025-10-05,5,Approved
908,192,2,2026-03-17,2026-03-21,5,Approved
909,193,1,2024-03-25,2024-04-03,10,Approved
910,193,1,2024-03-30,2024-04-03,5,Approved
911,193,1,2024-06-11,2024-06-13,3,Rejected
912,193,1,2024-03-08,2024-03-12,5,Approved
913,193,1,2025-02-28,2025-03-09,10,Approved
914,194,1,2026-04-29,2026-05-03,5,Approved
915,194,1,2025-08-24,2025-08-26,3,Approved
916,194,1,2026-03-27,2026-03-31,5,Approved
917,194,3,2025-12-07,2025-12-09,3,Approved
918,195,4,2026-06-07,2026-06-11,5,Approved
919,195,1,2025-11-29,2025-12-03,5,Pending
920,195,4,2023-10-07,2023-10-11,5,Rejected
921,196,3,2025-10-18,2025-10-22,5,Approved
922,196,4,2025-12-14,2025-12-16,3,Pending
923,196,3,2024-08-14,2024-08-15,2,Approved
924,196,1,2024-10-09,2024-10-09,1,Approved
925,196,1,2024-12-31,2025-01-09,10,Approved
926,196,2,2025-08-23,2025-08-23,1,Pending
927,196,1,2026-06-27,2026-06-27,1,Pending
928,196,1,2025-03-14,2025-03-23,10,Approved
929,197,1,2024-08-11,2024-08-11,1,Approved
930,197,1,2024-08-27,2024-08-27,1,Approved
931,197,2,2025-05-21,2025-05-22,2,Approved
932,197,2,2025-10-22,2025-10-23,2,Rejected
933,197,1,2025-11-11,2025-11-11,1,Approved
934,198,4,2025-02-18,2025-02-22,5,Pending
935,198,2,2026-06-18,2026-06-22,5,Approved
936,198,2,2024-12-10,2024-12-14,5,Approved
937,199,3,2024-09-05,2024-09-05,1,Approved
938,199,1,2024-07-16,2024-07-25,10,Approved
939,199,1,2026-05-07,2026-05-07,1,Approved
940,199,2,2024-09-05,2024-09-14,10,Approved
941,199,2,2024-05-16,2024-05-17,2,Approved
942,199,4,2024-01-14,2024-01-23,10,Approved
943,200,2,2026-06-23,2026-06-23,1,Approved
944,200,1,2026-02-27,2026-02-27,1,Approved
945,200,2,2025-10-23,2025-10-23,1,Approved
946,200,2,2025-05-03,2025-05-03,1,Approved
