timesheet_id,employee_id,project_id,task_id,work_date,hours_logged,billable
1565,17,21,132,2024-08-15,2.62,True
1566,17,14,84,2023-08-18,4.18,True
1567,17,16,93,2026-04-15,7.94,False
1568,17,25,151,2026-06-15,6.73,True
1569,17,3,20,2024-06-20,5.31,True
1570,17,18,,2025-03-12,3.39,True
1571,17,18,,2025-12-05,6.04,True
1572,17,6,37,2024-09-12,1.24,False
1573,17,29,173,2023-11-27,5.86,True
1574,17,30,175,2025-02-14,0.54,True
1575,17,27,162,2024-06-27,7.9,False
1576,17,5,32,2024-12-10,7.11,True
1577,17,19,115,2024-08-23,7.55,True
1578,17,30,175,2025-10-29,6.68,True
1579,17,20,,2025-09-17,0.81,False
1580,17,5,32,2023-11-22,5.28,True
1581,17,29,172,2024-07-10,4.53,True
1582,17,24,149,2025-09-23,2.64,True
1583,17,28,166,2024-03-01,3.46,False
1584,17,7,44,2026-04-15,2.01,True
1585,17,2,9,2024-02-14,2.21,False
1586,17,6,,2023-11-16,2.31,True
1587,17,22,135,2024-09-03,5.94,True
1588,17,1,3,2024-11-25,7.41,True
1589,17,7,42,2025-09-09,3.35,False
1590,18,17,,2024-07-11,5.2,True
1591,18,24,150,2025-12-19,1.02,True
1592,18,17,98,2024-04-19,4.6,True
1593,18,4,27,2026-05-26,4.51,True
1594,18,6,39,2025-07-28,0.79,False
1595,18,19,,2025-09-01,6.27,True
1596,18,8,45,2023-11-29,0.65,False
1597,18,16,96,2025-08-29,2.62,True
1598,18,15,88,2026-03-31,5.09,True
1599,18,21,128,2026-01-16,4.52,True
1600,18,5,31,2025-09-03,7.99,False
1601,18,12,71,2025-03-06,1.58,True
1602,18,23,139,2025-10-01,1.44,True
1603,18,15,90,2025-09-03,3.98,True
1604,18,22,135,2024-11-15,2.13,True
1605,18,7,44,2025-07-14,7.25,True
1606,18,25,153,2025-03-20,2.1,True
1607,18,4,28,2025-03-07,7.29,False
1608,18,28,166,2024-08-12,2.13,True
1609,18,6,41,2025-12-01,1.85,True
1610,18,23,142,2024-06-17,2.55,True
1611,18,19,117,2024-08-09,1.63,True
1612,18,8,46,2026-03-23,2.87,False
1613,18,20,124,2023-09-11,5.57,False
1614,18,3,,2023-10-17,2.99,True
1615,18,20,123,2025-12-31,4.06,True
1616,18,10,61,2024-05-23,7.26,True
1617,18,14,85,2025-10-17,1.69,True
1618,18,16,93,2024-11-22,7.82,True
1619,18,5,30,2023-09-19,1.52,True
1620,18,15,90,2025-06-04,7.14,False
1621,18,29,172,2024-04-02,5.18,True
1622,18,30,176,2025-04-17,2.69,False
1623,18,26,,2026-04-09,0.62,False
1624,18,14,83,2024-11-29,1.94,True
1625,18,11,62,2024-11-01,5.75,True
1626,18,5,29,2023-08-09,2.77,True
1627,18,23,140,2026-05-15,6.9,False
1628,18,14,82,2025-06-09,5.89,True
1629,18,16,91,2026-01-07,7.39,True
1630,18,22,134,2023-08-17,6.58,False
1631,18,3,17,2023-12-26,6.98,True
1632,18,1,3,2023-11-22,1.67,True
1633,18,28,171,2025-05-08,6.4,True
1634,18,4,,2024-04-10,2.0,True
1635,18,14,82,2024-09-03,0.87,True
1636,18,27,163,2024-07-16,4.02,True
1637,18,19,111,2025-12-23,1.89,True
1638,18,23,139,2024-07-18,6.86,False
1639,18,8,49,2025-02-27,5.01,True
1640,18,10,57,2025-06-06,6.02,True
1641,18,21,130,2025-01-27,6.16,True
1642,18,3,16,2025-11-27,1.1,False
1643,18,23,143,2023-12-28,2.89,False
1644,18,19,116,2026-01-09,3.19,False
1645,18,12,71,2025-04-02,4.59,True
1646,18,14,84,2025-04-25,7.43,False
1647,18,13,80,2026-01-12,1.65,True
1648,18,13,73,2024-04-11,6.41,True
1649,18,28,169,2025-07-18,0.6,False
1650,18,22,135,2024-07-11,2.13,True
1651,18,16,93,2024-08-09,0.66,True
1652,18,14,82,2026-03-25,7.77,True
1653,18,4,,2025-04-23,5.8,True
1654,18,5,36,2024-09-16,3.62,True
1655,18,10,57,2025-03-28,5.63,True
1656,18,4,25,2025-05-29,5.94,False
1657,18,28,170,2026-02-24,0.97,True
1658,18,14,83,2024-10-21,7.33,False
1659,18,18,108,2024-08-02,7.26,False
1660,18,26,157,2024-10-28,6.6,True
1661,18,19,111,2025-04-02,4.33,True
1662,18,25,153,2023-12-14,4.47,True
1663,18,29,174,2024-12-26,1.0,True
1664,18,7,43,2024-04-19,3.23,False
1665,18,16,96,2023-07-07,2.95,False
1666,18,16,93,2025-04-16,4.14,True
1667,18,30,175,2025-02-25,6.0,True
1668,18,7,44,2025-01-29,2.36,True
1669,18,9,52,2023-08-21,0.72,True
1670,18,25,152,2025-12-31,5.19,True
1671,18,20,121,2024-02-06,7.53,True
1672,18,7,43,2025-02-03,1.72,True
1673,18,1,7,2025-04-29,4.64,True
1674,18,11,68,2023-08-22,5.22,True
1675,18,13,73,2025-01-30,2.93,False
1676,18,2,8,2024-03-27,4.23,False
1677,18,5,31,2024-10-24,1.19,True
1678,18,12,71,2025-06-03,6.13,True
1679,18,18,,2025-10-30,5.31,True
1680,18,5,30,2024-08-28,3.86,True
1681,18,2,8,2023-10-16,5.32,True
1682,18,17,100,2025-09-18,0.64,False
1683,18,16,,2025-10-27,4.63,True
1684,18,19,116,2023-12-13,4.86,True
1685,18,5,33,2024-12-26,4.67,True
1686,18,6,41,2024-12-06,3.01,True
1687,18,1,6,2026-05-14,6.28,True
1688,18,24,145,2024-08-13,6.2,True
1689,18,10,60,2024-09-11,7.15,False
1690,18,19,115,2024-09-17,4.33,True
1691,18,7,43,2024-08-26,4.25,True
1692,18,24,147,2024-06-03,7.41,True
1693,18,20,124,2024-11-20,1.08,True
1694,18,1,5,2023-10-11,6.93,False
1695,18,13,75,2024-01-16,0.9,True
1696,18,10,58,2024-08-23,1.4,True
1697,18,1,6,2024-10-23,3.91,False
1698,18,23,140,2023-08-16,5.77,True
1699,18,13,73,2023-09-15,4.23,False
1700,19,14,81,2025-09-17,7.23,True
1701,19,25,153,2026-02-10,4.09,False
1702,19,1,7,2024-08-15,2.26,True
1703,19,1,1,2025-09-03,6.77,True
1704,19,23,139,2026-02-06,6.86,True
1705,19,15,88,2025-02-21,5.44,True
1706,19,18,108,2026-02-26,5.29,True
1707,19,18,109,2024-05-03,5.02,False
1708,19,25,152,2024-03-19,3.08,False
1709,19,21,131,2025-08-11,5.25,True
1710,19,28,167,2026-05-20,6.44,False
1711,19,13,,2025-04-09,7.11,False
1712,19,18,,2024-05-21,4.82,True
1713,19,18,105,2026-03-03,2.2,True
1714,19,11,67,2026-02-23,6.77,True
1715,19,30,178,2024-09-16,4.83,True
1716,19,23,138,2024-09-23,5.3,True
1717,19,1,5,2026-05-04,1.31,True
1718,19,3,18,2024-10-09,6.17,True
1719,19,7,42,2026-05-19,1.93,True
1720,19,10,56,2026-06-01,6.32,True
1721,19,12,70,2026-01-19,4.98,True
1722,19,12,71,2025-10-31,4.92,True
1723,19,2,13,2024-03-07,2.42,True
1724,19,23,140,2026-01-06,4.18,True
1725,19,2,9,2025-06-05,2.39,True
1726,19,8,45,2025-05-15,3.35,True
1727,19,20,119,2024-12-31,2.82,False
1728,19,28,170,2025-03-31,1.21,True
1729,19,19,111,2025-07-07,3.83,True
1730,19,15,90,2026-05-05,7.44,True
1731,19,2,9,2026-01-19,4.38,True
1732,19,10,58,2024-05-27,5.65,False
1733,19,3,19,2024-10-17,0.54,False
1734,19,26,157,2026-04-06,3.33,True
1735,19,8,49,2026-06-19,4.2,True
1736,19,6,41,2025-09-03,0.68,True
1737,19,26,156,2026-01-30,4.44,True
1738,19,21,132,2025-06-04,0.75,True
1739,19,9,52,2025-06-05,3.51,False
1740,19,30,176,2024-06-07,0.68,True
1741,19,6,40,2025-12-11,7.97,True
1742,19,9,51,2025-09-23,3.6,True
1743,19,8,47,2024-06-20,6.1,True
1744,19,12,,2026-04-22,0.59,True
1745,19,9,50,2024-12-11,7.1,True
1746,19,30,178,2026-05-05,2.1,True
1747,19,16,91,2024-07-30,3.41,True
1748,19,18,104,2024-07-03,5.5,False
1749,19,21,129,2026-06-01,2.47,True
1750,19,25,152,2025-12-23,5.95,True
1751,19,15,88,2026-03-12,7.31,True
1752,19,26,159,2025-11-27,7.04,True
1753,19,1,5,2024-05-01,5.78,False
1754,19,25,153,2024-11-15,3.45,True
1755,19,26,158,2024-12-11,6.77,True
1756,19,16,96,2025-09-30,5.71,False
1757,19,5,30,2026-01-13,4.17,True
1758,19,21,130,2024-11-26,4.96,True
1759,19,7,43,2024-08-19,6.69,True
1760,19,14,85,2025-04-14,5.52,True
1761,19,20,120,2026-05-06,6.27,True
1762,19,26,157,2024-06-04,5.93,False
1763,19,8,47,2025-09-08,3.94,True
1764,19,9,52,2024-06-11,7.75,False
1765,19,13,,2024-08-16,6.59,True
1766,19,16,95,2025-09-24,6.66,True
1767,19,14,81,2025-04-17,5.21,True
1768,19,25,151,2024-03-18,6.85,True
1769,19,18,105,2026-04-17,1.22,True
1770,19,2,,2025-01-15,7.83,True
1771,19,10,56,2024-09-17,5.14,True
1772,19,8,49,2025-09-25,2.88,True
1773,19,18,105,2024-05-08,4.78,True
1774,19,8,46,2024-10-09,3.95,True
1775,19,6,39,2024-05-24,0.52,True
1776,19,14,85,2026-06-23,3.4,True
1777,19,4,27,2026-02-03,3.83,True
1778,19,26,158,2024-12-30,0.66,True
1779,19,13,76,2025-02-20,1.58,True
1780,19,27,163,2024-07-26,6.41,True
1781,19,11,66,2024-10-16,5.86,False
1782,19,13,80,2024-02-29,5.65,True
1783,19,21,133,2026-02-04,6.5,True
1784,19,14,84,2024-05-06,3.78,True
1785,19,9,52,2025-06-09,1.69,True
1786,19,2,13,2024-03-25,6.21,True
1787,19,18,,2024-04-26,4.44,True
1788,19,28,,2024-03-29,4.79,False
1789,19,10,58,2024-07-25,2.27,False
1790,19,25,152,2025-08-04,1.43,True
1791,19,25,152,2024-07-10,4.5,True
1792,19,26,,2026-06-29,1.79,True
1793,19,28,170,2026-06-08,3.25,False
1794,19,4,23,2025-11-21,5.05,True
1795,19,13,77,2025-05-21,4.47,True
1796,19,25,155,2026-02-17,3.53,True
1797,19,21,131,2026-04-20,5.04,True
1798,19,24,146,2025-07-25,7.53,True
1799,19,28,166,2024-09-03,1.05,False
1800,19,27,164,2025-04-02,3.37,True
1801,20,15,88,2025-03-10,3.47,True
1802,20,29,173,2024-11-29,4.15,True
1803,20,15,88,2026-02-03,1.48,False
1804,20,8,45,2025-02-25,3.31,True
1805,20,30,178,2023-12-07,4.99,True
1806,20,3,17,2025-03-27,7.41,True
1807,20,4,25,2023-10-31,0.69,True
1808,20,11,69,2025-06-10,5.16,True
1809,20,25,155,2023-09-13,5.5,True
1810,20,24,144,2024-05-10,7.5,True
1811,20,20,122,2024-09-24,0.81,True
1812,20,26,157,2025-11-21,4.6,True
1813,20,30,175,2024-05-30,6.94,True
1814,20,30,178,2024-02-19,1.1,True
1815,20,29,174,2025-08-01,6.88,False
1816,20,9,54,2025-05-08,5.24,True
1817,20,5,33,2024-11-14,2.2,True
1818,20,16,95,2025-03-07,4.24,True
1819,20,13,,2025-03-07,6.51,True
1820,20,29,173,2024-05-09,7.45,True
1821,20,17,102,2025-09-26,3.64,True
1822,20,3,20,2026-03-12,7.61,True
1823,20,25,151,2025-12-09,3.54,True
1824,20,14,81,2025-05-14,7.53,True
1825,20,8,48,2025-09-19,4.91,True
1826,20,3,16,2024-05-03,4.55,True
1827,20,10,57,2025-07-01,5.5,True
1828,20,2,9,2023-09-19,5.11,False
1829,20,7,43,2026-03-31,1.31,True
1830,20,2,13,2024-05-29,5.71,False
1831,20,12,71,2025-02-21,5.4,False
1832,20,14,82,2025-03-25,5.5,True
1833,20,15,88,2023-09-14,1.1,True
1834,20,4,28,2024-03-15,1.62,True
1835,20,25,153,2024-11-01,5.89,True
1836,20,4,25,2024-09-02,7.22,True
1837,20,12,70,2025-06-06,1.0,True
1838,20,28,169,2024-07-17,6.59,True
1839,20,13,78,2026-01-06,1.5,True
1840,20,23,140,2024-07-11,0.56,False
1841,20,9,53,2025-05-16,1.61,False
1842,20,8,48,2025-01-20,7.3,True
1843,20,14,,2023-07-19,5.24,True
1844,20,26,158,2023-07-06,1.28,False
1845,20,22,136,2026-06-22,3.43,True
1846,20,24,146,2026-01-20,0.83,True
1847,20,14,81,2026-02-26,6.72,True
1848,20,27,163,2024-12-24,2.75,True
1849,20,2,12,2025-09-16,2.49,True
1850,20,2,15,2024-11-01,3.48,True
1851,20,3,18,2025-10-31,0.62,False
1852,20,24,149,2025-03-19,6.27,True
1853,20,22,134,2024-10-23,7.44,True
1854,20,24,148,2024-08-14,0.61,True
1855,20,4,25,2024-06-11,5.43,True
1856,20,14,84,2024-08-21,5.97,True
1857,20,3,16,2023-07-07,7.65,True
1858,20,25,153,2024-07-01,1.35,True
1859,20,4,28,2026-05-12,1.42,True
1860,20,9,52,2024-01-05,3.15,True
1861,20,7,43,2023-08-07,7.33,True
1862,20,26,156,2024-05-28,1.59,True
1863,20,30,177,2023-08-31,3.05,True
1864,20,25,155,2025-10-02,2.09,True
1865,20,21,127,2024-10-07,6.76,False
1866,20,25,154,2025-09-01,2.92,True
1867,20,29,,2026-01-13,1.91,True
1868,20,19,118,2025-05-28,1.4,False
1869,20,26,158,2024-11-15,2.84,False
1870,20,2,10,2024-12-10,6.62,False
1871,20,9,53,2023-11-30,7.81,True
1872,20,1,,2025-02-03,2.96,True
1873,20,28,170,2024-01-22,3.22,True
1874,20,27,164,2023-12-11,6.59,True
1875,20,30,175,2025-05-13,2.52,True
1876,20,26,156,2024-12-23,1.69,False
1877,20,29,172,2025-05-15,1.76,True
1878,20,19,112,2023-08-04,4.03,True
1879,20,5,32,2025-10-13,0.54,True
1880,20,18,109,2024-09-05,5.1,True
1881,20,27,162,2024-04-04,3.53,True
1882,20,30,177,2024-11-22,5.12,False
1883,20,23,143,2026-04-15,0.51,True
1884,20,19,115,2024-03-19,4.82,False
1885,20,19,114,2024-03-28,5.83,True
1886,20,8,45,2025-09-16,1.5,True
1887,20,4,24,2024-02-12,6.72,True
1888,20,5,30,2025-07-25,2.94,True
1889,20,22,136,2025-12-25,5.47,False
1890,20,16,93,2025-12-12,0.87,True
1891,20,17,100,2024-02-12,7.11,True
1892,20,9,50,2026-02-24,6.39,True
1893,20,19,115,2024-10-02,3.87,True
1894,20,9,53,2025-01-03,1.7,True
1895,20,9,54,2024-12-03,5.67,True
1896,20,1,,2024-02-05,2.31,True
1897,20,26,157,2026-04-13,7.83,True
1898,20,1,6,2025-11-06,4.76,True
1899,20,7,44,2025-03-19,5.91,True
1900,21,23,142,2025-08-12,5.22,True
1901,21,20,121,2025-04-28,3.35,True
1902,21,29,172,2025-12-30,3.18,False
1903,21,18,106,2026-04-06,7.68,True
1904,21,14,82,2026-05-13,3.59,False
1905,21,3,20,2026-04-16,5.89,True
1906,21,7,42,2025-02-26,2.42,False
1907,21,29,173,2025-09-19,5.09,True
1908,21,9,54,2025-09-23,0.83,True
1909,21,18,103,2026-06-05,6.63,True
1910,21,17,101,2025-10-31,0.5,True
1911,21,30,178,2025-07-07,0.7,True
1912,21,21,130,2025-08-05,1.79,True
1913,21,24,,2025-07-22,1.97,True
1914,21,8,45,2025-05-20,5.94,True
1915,21,12,71,2026-04-07,1.65,True
1916,21,29,173,2025-01-27,1.79,True
1917,21,3,17,2025-04-04,1.65,True
1918,21,23,142,2025-12-23,7.15,True
1919,21,20,123,2025-08-28,7.65,True
1920,21,7,43,2026-05-11,7.45,False
1921,21,8,49,2025-05-15,4.7,True
1922,21,17,98,2025-05-29,2.3,True
1923,21,28,166,2025-09-24,4.54,True
1924,21,17,99,2025-10-14,2.99,True
1925,21,28,167,2025-09-02,5.74,True
1926,21,24,144,2025-12-15,3.96,True
1927,21,28,166,2025-01-31,6.35,False
1928,21,23,,2025-02-20,1.13,True
1929,21,3,19,2025-04-30,3.79,False
1930,21,9,54,2025-06-20,5.0,True
1931,21,16,95,2025-04-08,1.63,False
1932,21,10,61,2025-03-04,2.86,True
1933,21,17,97,2025-03-06,4.99,True
1934,21,9,53,2026-01-08,5.28,True
1935,21,13,74,2025-09-18,3.6,False
1936,21,17,99,2026-02-02,5.46,True
1937,21,21,132,2025-08-20,2.3,True
1938,21,26,157,2025-05-28,0.98,True
1939,21,18,110,2025-10-01,4.37,True
1940,21,25,151,2026-03-05,2.51,True
1941,21,3,19,2025-11-18,5.94,True
1942,21,21,130,2026-03-13,2.73,True
1943,21,29,174,2025-06-02,3.26,True
1944,21,17,97,2025-12-03,7.71,True
1945,21,15,90,2025-11-14,7.59,True
1946,21,6,39,2025-11-13,7.0,True
1947,21,18,107,2025-08-04,7.69,False
1948,21,1,4,2026-02-10,2.81,False
1949,21,12,72,2026-06-16,4.39,False
1950,21,9,51,2026-05-11,5.08,True
1951,21,22,134,2025-11-12,5.65,True
1952,21,28,167,2025-08-29,2.07,False
1953,21,12,72,2025-10-10,4.9,False
1954,21,4,24,2025-06-13,6.54,True
1955,21,23,142,2026-05-12,5.91,False
1956,21,18,,2025-08-11,2.31,True
1957,21,22,135,2025-06-06,3.54,True
1958,21,8,,2026-03-12,6.91,True
1959,21,4,27,2025-01-28,0.58,True
1960,21,27,,2025-02-19,4.9,True
1961,21,8,47,2026-05-18,5.28,True
1962,21,24,148,2025-05-22,7.7,False
1963,21,30,,2025-08-26,3.44,True
1964,21,12,70,2025-04-08,2.83,True
1965,21,18,106,2026-03-02,4.47,True
1966,21,1,7,2026-03-13,1.96,False
1967,21,5,,2026-04-27,2.56,True
1968,21,3,,2025-02-26,5.72,False
1969,21,10,59,2026-03-13,7.56,True
1970,21,16,94,2026-04-10,7.75,True
1971,21,14,81,2025-03-04,7.58,False
1972,21,13,80,2025-04-04,2.9,True
1973,21,4,24,2025-10-07,7.23,True
1974,21,20,123,2025-10-17,2.68,False
1975,21,4,21,2026-04-23,6.35,True
1976,21,14,,2025-09-16,5.34,True
1977,21,4,,2026-02-03,3.89,True
1978,21,19,112,2025-11-12,2.64,True
1979,21,1,4,2025-10-08,4.87,True
1980,21,25,155,2026-03-26,6.25,True
1981,21,3,18,2025-06-17,4.51,True
1982,21,13,76,2025-06-19,2.98,True
1983,21,1,3,2025-08-07,7.65,False
1984,21,4,24,2025-11-17,6.35,False
1985,21,14,85,2025-03-17,3.56,True
1986,21,18,109,2025-05-20,3.93,True
1987,21,29,,2026-04-17,1.8,True
1988,21,18,106,2025-09-02,2.94,True
1989,21,30,176,2025-06-10,5.43,True
1990,21,1,3,2025-01-23,7.23,False
1991,21,29,172,2026-04-09,3.06,True
1992,21,28,169,2026-01-22,4.58,True
1993,21,22,137,2026-02-11,3.09,True
1994,21,30,175,2026-05-28,6.57,True
1995,21,26,158,2025-05-23,2.39,True
1996,21,9,51,2025-09-23,4.91,False
1997,21,28,,2025-07-07,4.09,True
1998,21,1,5,2026-04-09,5.0,False
1999,21,13,,2025-03-17,1.38,False
2000,21,2,14,2025-03-18,5.09,True
2001,21,10,55,2025-12-15,0.91,True
2002,22,6,41,2024-08-05,7.04,False
2003,22,21,128,2023-10-12,5.97,True
2004,22,9,53,2025-12-19,3.82,True
2005,22,6,,2026-01-05,7.14,True
2006,22,12,,2024-01-05,6.09,True
2007,22,21,132,2023-10-06,7.86,True
2008,22,30,177,2023-08-16,3.48,True
2009,22,7,42,2024-03-28,7.66,True
2010,22,23,139,2025-06-06,7.37,True
2011,22,15,87,2026-02-05,0.58,False
2012,22,29,174,2024-01-25,1.09,True
2013,22,13,79,2024-10-30,6.69,False
2014,22,11,69,2025-06-06,3.32,True
2015,22,15,,2025-02-27,2.8,True
2016,22,24,150,2025-04-22,0.86,False
2017,22,10,61,2024-01-10,3.73,True
2018,22,27,163,2026-06-29,1.31,True
2019,22,27,160,2026-04-02,7.21,True
2020,22,27,165,2024-07-31,2.46,False
2021,22,14,85,2025-05-27,6.01,True
2022,22,24,147,2024-10-21,6.18,False
2023,22,29,174,2024-06-27,4.58,False
2024,22,14,,2024-10-11,4.79,True
2025,22,24,,2025-11-24,3.52,False
2026,22,4,21,2025-10-02,6.96,True
2027,22,29,172,2023-08-01,3.24,True
2028,22,18,105,2024-07-04,2.18,True
2029,22,1,5,2026-01-02,7.53,True
2030,22,13,74,2026-06-05,5.38,False
2031,22,3,17,2025-05-01,4.76,False
2032,22,25,151,2026-06-29,6.29,True
2033,22,14,85,2025-02-11,6.38,False
2034,22,6,37,2025-05-08,6.49,False
2035,22,23,143,2025-12-04,7.81,True
2036,22,10,57,2026-05-14,4.65,True
2037,22,3,19,2026-05-05,3.93,False
2038,22,3,17,2024-10-24,7.21,True
2039,22,13,75,2023-08-23,7.5,True
2040,22,13,74,2026-01-30,4.21,True
2041,22,13,79,2026-05-01,4.23,False
2042,22,19,111,2026-06-24,2.89,True
2043,22,13,76,2025-07-25,0.89,True
2044,22,1,7,2025-07-08,6.17,True
2045,22,24,149,2026-01-21,4.77,True
2046,22,28,168,2024-07-08,7.51,True
2047,22,27,162,2024-07-15,5.29,True
2048,22,5,33,2025-09-09,6.73,True
2049,22,11,66,2023-12-11,5.63,False
2050,22,6,39,2026-03-16,1.83,False
2051,22,19,114,2025-06-03,4.47,False
2052,22,1,4,2026-05-28,2.47,True
2053,22,28,166,2025-04-17,6.17,False
2054,22,29,174,2023-11-30,7.45,True
2055,22,16,92,2023-10-05,1.99,False
2056,22,3,17,2025-09-15,2.81,True
2057,22,20,125,2025-11-06,4.07,False
2058,22,17,,2025-11-19,3.85,True
2059,22,1,3,2024-05-02,5.73,True
2060,22,4,22,2023-09-11,6.32,True
2061,22,16,95,2024-03-26,6.18,True
2062,22,18,108,2025-10-01,1.72,True
2063,22,11,68,2025-10-30,0.94,True
2064,22,25,154,2026-01-07,4.54,True
2065,22,28,169,2025-05-22,4.33,False
2066,22,29,174,2025-05-26,6.0,True
2067,22,6,39,2024-02-29,7.76,False
2068,22,14,81,2024-04-04,7.49,True
2069,22,2,,2025-03-20,3.29,True
2070,22,5,30,2025-04-28,7.01,True
2071,22,1,4,2023-09-08,4.41,True
2072,22,14,82,2024-01-22,2.63,True
2073,22,17,100,2025-08-29,4.9,False
2074,22,16,96,2024-09-27,3.67,False
2075,22,26,158,2025-10-24,1.62,True
2076,22,30,176,2023-11-20,4.44,False
2077,22,7,42,2024-08-13,5.05,False
2078,22,20,,2025-08-11,6.04,False
2079,22,6,41,2026-02-03,3.09,True
2080,22,25,155,2023-12-26,5.49,True
2081,22,6,40,2026-02-05,2.91,True
2082,22,12,71,2026-03-17,1.52,True
2083,22,19,116,2024-04-17,5.14,True
2084,22,25,154,2025-08-22,7.25,True
2085,22,6,,2024-09-13,1.99,False
2086,22,24,148,2024-07-16,7.68,False
2087,22,11,64,2024-09-11,6.06,False
2088,22,29,174,2025-07-14,5.77,True
2089,22,19,114,2025-04-16,4.67,True
2090,22,14,86,2026-02-03,6.03,False
2091,22,8,48,2025-02-13,2.35,True
2092,22,11,66,2026-04-16,5.08,True
2093,22,6,41,2025-12-15,0.52,True
2094,22,30,175,2024-09-11,4.18,False
2095,22,5,,2024-01-18,1.51,True
2096,22,24,150,2023-10-20,4.61,True
2097,22,12,72,2025-08-01,5.51,True
2098,22,8,48,2023-11-02,6.49,False
2099,22,30,175,2025-04-17,1.32,True
2100,22,27,161,2024-01-08,0.67,True
2101,22,21,129,2023-10-25,5.09,True
2102,22,20,120,2025-09-22,0.86,True
2103,22,5,31,2024-02-27,7.0,False
2104,23,15,88,2023-10-18,1.36,False
2105,23,22,,2024-02-16,3.37,True
2106,23,30,175,2023-09-04,3.85,True
2107,23,22,137,2024-11-21,1.98,True
2108,23,24,146,2024-07-29,3.74,True
2109,23,18,,2024-07-01,3.92,False
2110,23,26,156,2024-05-02,6.23,True
2111,23,4,,2023-08-16,6.42,True
2112,23,21,131,2023-07-18,4.82,True
2113,23,5,33,2025-08-08,1.47,False
2114,23,19,116,2025-06-16,5.91,False
2115,23,3,16,2024-09-12,5.87,True
2116,23,27,,2024-01-16,2.22,True
2117,23,18,108,2025-09-01,2.8,False
2118,23,7,43,2023-12-01,7.16,False
2119,23,1,4,2023-10-19,3.67,True
2120,23,6,41,2026-04-09,2.58,True
2121,23,20,,2023-12-22,3.73,False
2122,23,28,171,2024-02-05,3.07,True
2123,23,8,47,2023-09-05,2.37,True
2124,23,19,118,2025-07-24,3.67,False
2125,23,20,,2025-12-23,4.93,False
2126,23,12,71,2024-06-18,7.59,True
2127,23,14,,2023-09-29,4.66,False
2128,23,26,156,2023-09-18,2.05,False
2129,23,4,25,2024-01-01,4.17,True
2130,23,15,87,2024-02-07,7.81,True
2131,23,15,,2026-05-07,0.82,True
2132,23,11,,2023-10-06,6.6,True
2133,23,17,100,2025-03-06,2.0,True
2134,23,19,116,2026-06-23,6.95,True
2135,23,22,135,2025-10-02,1.67,False
2136,23,14,81,2025-06-23,4.89,True
2137,23,27,163,2023-08-08,0.74,False
2138,23,13,74,2025-03-28,7.74,True
2139,23,2,15,2026-02-12,1.43,True
2140,23,18,104,2025-01-03,4.81,True
2141,23,22,134,2025-04-09,6.38,True
2142,23,21,133,2025-09-16,6.37,True
2143,23,27,164,2025-02-19,1.27,False
2144,23,4,28,2025-02-07,7.64,True
2145,23,19,114,2024-06-21,6.22,True
2146,23,7,44,2025-02-12,4.87,False
2147,23,20,119,2023-11-15,5.84,False
2148,23,6,38,2023-08-23,2.11,True
2149,23,15,88,2024-02-02,1.17,True
2150,23,6,37,2024-12-13,1.21,False
2151,23,30,175,2024-10-24,3.27,True
2152,23,20,123,2026-04-29,7.14,False
2153,23,15,87,2023-12-19,7.82,False
2154,23,24,148,2025-02-13,7.46,True
2155,23,27,160,2025-09-25,7.21,True
2156,23,24,148,2025-12-18,7.79,True
2157,23,30,,2024-06-18,0.96,True
2158,23,18,,2026-02-26,2.9,True
2159,23,19,,2025-10-03,1.19,True
2160,23,22,136,2024-06-03,5.0,True
2161,23,29,173,2025-09-11,4.84,False
2162,23,2,11,2024-02-27,2.44,False
2163,23,26,156,2025-06-26,3.7,True
2164,23,18,105,2026-03-25,2.63,False
2165,23,23,139,2025-05-13,5.92,True
2166,23,25,155,2025-09-23,1.86,True
2167,23,29,173,2025-01-30,6.76,True
2168,23,18,107,2025-11-26,0.69,True
2169,23,10,58,2023-07-24,1.65,True
2170,23,27,162,2024-03-13,0.5,False
2171,23,26,158,2026-06-29,3.5,True
2172,23,15,87,2025-11-17,0.67,False
2173,23,19,114,2025-07-02,5.46,False
2174,23,29,,2024-07-17,7.86,True
2175,23,9,54,2024-01-10,3.5,False
2176,23,23,,2024-06-04,3.2,False
2177,23,25,152,2024-12-18,1.43,True
2178,23,11,65,2025-02-12,2.55,False
2179,23,14,81,2026-02-17,6.17,True
2180,23,30,175,2026-05-22,1.45,True
2181,23,18,103,2023-07-06,7.0,True
2182,23,18,107,2023-12-11,3.82,True
2183,23,28,167,2025-04-29,5.17,False
2184,23,21,130,2025-11-11,5.12,True
2185,23,26,159,2025-12-18,2.84,True
2186,23,19,112,2025-05-01,3.05,True
2187,23,11,62,2024-02-12,1.43,True
2188,23,20,119,2026-03-05,7.96,True
2189,23,30,175,2025-06-19,1.35,True
2190,23,14,81,2024-10-08,6.74,True
2191,23,25,154,2024-08-28,3.66,True
2192,23,23,138,2026-05-20,4.84,True
2193,23,26,158,2024-07-01,0.85,False
2194,23,14,81,2025-04-30,6.42,True
2195,23,14,84,2025-12-24,3.05,False
2196,23,19,115,2025-04-14,7.74,True
2197,23,17,97,2025-11-17,1.48,False
2198,23,12,71,2025-08-19,6.37,False
2199,23,6,39,2025-02-12,0.91,True
2200,23,11,67,2024-10-11,7.44,True
2201,23,30,176,2024-07-17,1.39,True
